cnpj_coop,nome_coop,naturezaJuridica,classe,situacao,regimeEspecial,logradouro,complemento,bairro,municipio,uf,cep,endereco_eletronico,email,segmento_prudencial,filiacao
84974278,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  XV DE NOVEMBRO  374,PREDIO 2 PISOS,CENTRO,SAO JOAO,PR,85570000,coop0740_iguacu@sicredi.com.br,coop0740_iguacu@sicredi.com.br,S4,
79052122,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,R ESPIRITO SANTO  991,,CENTRO,MARECHAL CANDIDO RONDON,PR,85960000,coop0715_coeste@sicredi.com.br,coop0715_coeste@sicredi.com.br,S4,
82065285,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  BRASIL  N  543,,CENTRO,MARIOPOLIS,PR,85525000,coop0737_scristovao@sicredi.com.br,coop0737_scristovao@sicredi.com.br,S4,
3612764,COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SAO LUIZ  1230,,CENTRO,CACOAL,RO,76973884,credicacoal@nettravel.com.br,credicacoal@nettravel.com.br,S5,
5545390,COOPERATIVA DE CRÉDITO - SICREDI COOMAMP,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DOS AZULOES 1,EDIFICIO OFFICE TOWER  SALAS 720 723,JARDIM RENASCENCA,SAO LUIS,MA,65075060,coomamp@yahoo.com.br,coomamp@yahoo.com.br,S5,
70038237,COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TUIUTI  765,,PETROPOLIS,NATAL,RN,59014160,controladoria@unicrednatal.com.br,controladoria@unicrednatal.com.br,S5,
42873828,COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CAPITAO JOAQUIM NORBERTO,105 E 129,CENTRO,GUAXUPE,MG,37800000,guaxupe312500@sicoobcrediminas.com.br,guaxupe312500@sicoobcrediminas.com.br,S4,
87795639,COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GUSTAVO SILVEIRA FERRET  124,,SANTA LUCIA,MARAU,RS,99150000,evandro_zilli@sicredi.com.br,evandro_zilli@sicredi.com.br,S4,
80959612,COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA WENCESLAU BORINI  890,SALA 01,CANTA GALO,RIO DO SUL,SC,89163152,credicravil@credicravil.com.br,credicravil@credicravil.com.br,S5,
3320525,COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PADRE NORBERTO  N 390,,JARDIM REGINA,ARAGUARI,MG,38440148,aracoop@uol.com.br,aracoop@uol.com.br,S5,
68987,COOPERATIVA DE CRÉDITO ARACREDI LTDA. - SICOOB ARACREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MAJOR JOAQUIM MAGALHÃES,303,CENTRO,ARAGUARI,MG,38440152,araguari309300@sicoobcrediminas.com.br,araguari309300@sicoobcrediminas.com.br,S5,
41753500,COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  CAPITAO JOAO PINTO 17,B,CENTRO,CARLOS CHAGAS,MG,39864000,diretoria304500@sicoobcrediminas.com.br,diretoria304500@sicoobcrediminas.com.br,S5,
88471024,COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SALDANHA MARINHO  825,,CENTRO,CACHOEIRA DO SUL,RS,96508001,,,S4,
9403026,COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA RAIMUNDO SIMAS  55,,CENTRO,GRAJAU,MA,65940000,credisul-ma@sicoobne.com.br,credisul-ma@sicoobne.com.br,S5,
33924028,COOPERATIVA DE CRÉDITO CLÁSSICA DOS EMPREGADOS DA VALE S/A E ENTIDADES VINCULADAS LTDA. - SICOOB COOPVALE,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA SANTA LUZIA, 651",35- ANDAR,CENTRO,RIO DE JANEIRO,RJ,20030041,coopvale@coopvale.com.br,coopvale@coopvale.com.br,S5,
21110927,COOPERATIVA DE CRÉDITO CLÁSSICA DOS FUNCIONÁRIOS E PRESTADORES DE SERVIÇOS DAS EMPRESAS LIGADAS AO GRUPO EUCATUR LTDA. - SICOOB EUCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA MARECHAL RONDON  2774,,DOIS DE ABRIL,JI-PARANA,RO,76900864,,,S5,
54401286,COOPERATIVA DE CRÉDITO COCRE,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  COMENDADOR LUCIANO GUIDOTTI,N  1937,JARDIM CAXAMBU,PIRACICABA,SP,13425000,cocrefocapi@cana.com.br,cocrefocapi@cana.com.br,S4,
44401800,COOPERATIVA DE CRÉDITO COGEM,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JOSÉ VERSOLATO 111,SALAS 2607 E 2608 - TORRE B - COND. DOMO BUSINESS,BAETA NEVES,SAO BERNARDO DO CAMPO,SP,09750730,wanderson.oliveira@cogem.com.br,wanderson.oliveira@cogem.com.br,S5,
32430233,COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA PREFEITO SAMUEL BATISTA CRUZ, 2905",,N.S. DA CONCEIÇÃO,LINHARES,ES,29900527,nortelitoraneo@sicoobes.com.br,nortelitoraneo@sicoobes.com.br,S5,
53935029,COOPERATIVA DE CRÉDITO COOCRELIVRE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 1 (UM   N  518,PISO SUPERIOR,CENTRO,ORLANDIA,SP,14620000,adm@coocrelivre.com.br,adm@coocrelivre.com.br,S4,
65229254,COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  RUI BARBOSA  163,,CENTRO,PATROCINIO,MG,38740036,patrocinio315500@sicoobcrediminas.com.br,patrocinio315500@sicoobcrediminas.com.br,S5,
53623781,COOPERATIVA DE CRÉDITO COOPCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MAURO FRAZILLI N° 30,,CENTRO,VALPARAISO,SP,16880000,coopcred@coopcred.com.br,coopcred@coopcred.com.br,S5,
87779625,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  ALTO JACUI  528,SALA 101,CENTRO,NAO-ME-TOQUE,RS,99470000,sicredi-nmt@annex.com.br,sicredi-nmt@annex.com.br,S4,
31804966,COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA HERMANN MIERTSCHINK, 90",,CENTRO,SANTA MARIA DE JETIBA,ES,29645000,centroserrano@sicoobes.com.br,centroserrano@sicoobes.com.br,S5,
2814832,COOPERATIVA DE CRÉDITO COOPHARMA,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA DR. CHUCRI ZAIDAN, 296",13º ANDAR SALA 108,VILA CORDEIRO,SAO PAULO,SP,04583110,mario_montanholli@merck.com,mario_montanholli@merck.com,S5,
18966739,COOPERATIVA DE CRÉDITO COPERSUL LTDA - SICOOB COPERSUL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA AMERICO MIARI,36,CENTRO,TRES PONTAS,MG,37190000,tpontas317700@sicoobcrediminas.com.br,tpontas317700@sicoobcrediminas.com.br,S5,
19449602,COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA GETULIO VARGAS,82,CENTRO,CARATINGA,MG,35300034,caratinga321900@sicoobcrediminas.com.br,caratinga321900@sicoobcrediminas.com.br,S5,
25353939,COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA GOVERNADOR VALADARES,626,CENTRO,ALPINOPOLIS,MG,37940000,alpinopolis309100@sicoobcrediminas.com.br,alpinopolis309100@sicoobcrediminas.com.br,S5,
66398496,COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DOM BOSCO  133,,CENTRO,ARAXA,MG,38183228,araxa309400@sicoobcrediminas.com.br,araxa309400@sicoobcrediminas.com.br,S5,
66259110,COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA ARMANDO FRANCO  155,,CENTRO,BAMBUI,MG,38900000,bambui309600@sicoobcrediminas.com.br,bambui309600@sicoobcrediminas.com.br,S5,
71237184,COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ARTUR BERNARDES 205,,CENTRO,CAMPO BELO,MG,37270000,cambelo310200@sicoobcrediminas.com.br,cambelo310200@sicoobcrediminas.com.br,S5,
21670187,COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  DAS PALMEIRAS,170,CENTRO,BOM DESPACHO,MG,35600000,bdespacho309900@sicoobcrediminas.com.br,bdespacho309900@sicoobcrediminas.com.br,S5,
25395435,COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DR RUBENS BOECHAT DE OLIVEIRA,310,CENTRO,LAJINHA,MG,36980000,lajinha313700@sicoobcrediminas.com.br,lajinha313700@sicoobcrediminas.com.br,S5,
1609345,COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 26  N  926,,CENTRO,CAMPINA VERDE,MG,38270000,campverde310100@sicoobcrediminas.com.br,campverde310100@sicoobcrediminas.com.br,S5,
21661202,COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA MAJOR JUSCELINO,925,CENTRO,ENTRE RIOS DE MINAS,MG,35490000,entrerios311600@sicoobcrediminas.com.br,entrerios311600@sicoobcrediminas.com.br,S5,
804046,COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA PADRE JOAO MACHADO,400,CENTRO,CAPITOLIO,MG,37930000,capitolio310500@sicoobcrediminas.com.br,capitolio310500@sicoobcrediminas.com.br,S5,
23949522,COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  ARISTIDES DE MELO,135,CENTRO,CARMO DO PARANAIBA,MG,38840000,cparanaiba310700@sicoobcrediminas.com.br,cparanaiba310700@sicoobcrediminas.com.br,S5,
67096909,COOPERATIVA DE CRÉDITO CREDICOCAPEC,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  WILSON SABIO DE MELLO  2770,,DISTRITO INDUSTRIAL,FRANCA,SP,14406052,credicocapec@credicocapec.com.br,credicocapec@credicocapec.com.br,S4,
38588174,COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  JOAO SIQUEIRA,109,CENTRO,CONSELHEIRO PENA,MG,35240000,credicope@sicoobcredicope.com.br,credicope@sicoobcredicope.com.br,S5,
68512748,COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANA FELIPA  28,,CENTRO,ESMERALDAS,MG,32800094,esmeraldas311700@sicoobcrediminas.com.br,esmeraldas311700@sicoobcrediminas.com.br,S5,
7469260,COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA DO CONTORNO  4520,4  ANDAR,FUNCIONARIOS,BELO HORIZONTE,MG,30110916,diretoria.executiva@credifiemg.com.br,diretoria.executiva@credifiemg.com.br,S5,
41931445,COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  RIO BRANCO,220,CENTRO,FORMIGA,MG,35570078,diretoria3119_00@sicoobcrediminas.com.br,diretoria3119_00@sicoobcrediminas.com.br,S5,
67960229,COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CONSELHEIRO ANTONIO PRADO  544,,CENTRO,DESCALVADO,SP,13690000,geap@crediguacu.com.br,geap@crediguacu.com.br,S4,
71243034,COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CAPITAO DOMINGOS PIMENTA,139,CENTRO,CAPELINHA,MG,39680000,capelinha304600@sicoobcrediminas.com.br,capelinha304600@sicoobcrediminas.com.br,S5,
41697103,COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DOUTOR JOSE FERNANDES RODRIGUES  490,,CENTRO,MANHUACU,MG,36900088,manhuacu304900@sicoobcrediminas.com.br,manhuacu304900@sicoobcrediminas.com.br,S5,
25536764,COOPERATIVA DE CRÉDITO CREDILUZ LTDA. - SICOOB CREDILUZ,Sociedade Cooperativa,,Autorizada em Atividade,false,AV DR JOSAPHAT MACEDO,296,CENTRO,LUZ,MG,35595000,luz314000@sicoobcrediminas.com.br,luz314000@sicoobcrediminas.com.br,S5,
1152097,COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ELIAS BOUHID,38,CENTRO,VOLTA GRANDE,MG,36720000,vgrande318200@sicoobcrediminas.com.br,vgrande318200@sicoobcrediminas.com.br,S5,
25420696,COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GETULIO VARGAS,293,CENTRO,ABAETE,MG,35620000,abaete308900@sicoobcrediminas.com.br,abaete308900@sicoobcrediminas.com.br,S5,
21866694,COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PIRES E ALBUQUERQUE,540,CENTRO,MONTES CLAROS,MG,39400057,montesclaros314400@sicoobcrediminas.com.br,montesclaros314400@sicoobcrediminas.com.br,S5,
64276058,COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE,Sociedade Cooperativa,,Autorizada em Atividade,false,R PARACATU,200,CENTRO,NANUQUE,MG,39860000,nanuque305000@sicoobcrediminas.com.br,nanuque305000@sicoobcrediminas.com.br,S5,
6324872,COOPERATIVA DE CRÉDITO CREDINOSSO LTDA - SICOOB CREDINOSSO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DOUTOR SANTOS   61,,CENTRO,MONTES CLAROS,MG,39400001,montesclaros332700@sicoobcrediminas.com.br,montesclaros332700@sicoobcrediminas.com.br,S5,
24048910,COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA CORONEL PAULA RIBEIRO 138,,CENTRO,GUARANESIA,MG,37810000,guaranesia312200@sicoobcrediminas.com.br,guaranesia312200@sicoobcrediminas.com.br,S5,
66262643,COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GILBERTO CORDEIRO VALADARES  581,,CENTRO,POMPEU,MG,35640000,pompeu316100@sicoobcrediminas.com.br,pompeu316100@sicoobcrediminas.com.br,S5,
42934794,COOPERATIVA DE CRÉDITO CREDIPIMENTA LTDA. - SICOOB CREDIPIMENTA,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA PADRE ESPINDOLA,170,CENTRO,PIMENTA,MG,35585000,pimenta315800@sicoobcrediminas.com.br,pimenta315800@sicoobcrediminas.com.br,S5,
3412878,COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  BELO HORIZONTE  N  1 601,,CENTRO,ITURAMA,MG,38280000,matriz@sicoobcredirama.com.br,matriz@sicoobcredirama.com.br,S5,
22753982,COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA BARAO DO RIO BRANCO  170,,CENTRO,SETE LAGOAS,MG,35700029,slagoas317500@sicoobcrediminas.com.br,slagoas317500@sicoobcrediminas.com.br,S5,
3645752,COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA RUI BARBOSA,163,CENTRO,SAO GOTARDO,MG,38800000,saogotardo326700@sicoobcrediminas.com.br,saogotardo326700@sicoobcrediminas.com.br,S5,
64237530,COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SILVA JARDIM,822,UNIVERSITARIO,ITAUNA,MG,35681159,itauna313200@sicoobcrediminas.com.br,itauna313200@sicoobcrediminas.com.br,S5,
25387655,COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANTÔNIO ALVES BENJAMIN,241,CENTRO,TEOFILO OTONI,MG,39800021,teotoni305300@sicoobcrediminas.com.br,teotoni305300@sicoobcrediminas.com.br,S5,
25798596,COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SILVIO COUGO,680,VILA PAIVA,VARGINHA,MG,37018020,varginha318000@sicoobcrediminas.com.br,varginha318000@sicoobcrediminas.com.br,S5,
803287,COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ALVES ROSA 325,,CENTRO,VAZANTE,MG,38780000,vazante318100@sicoobcrediminas.com.br,vazante318100@sicoobcrediminas.com.br,S5,
25528753,COOPERATIVA DE CRÉDITO CREDIVERDE LTDA. - SICOOB CREDIVERDE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GOIAS,1390,CENTRO,DIVINOPOLIS,MG,35500001,divinopolis311300@sicoobcrediminas.com.br,divinopolis311300@sicoobcrediminas.com.br,S5,
22724710,COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CARLOS PEREIRA,100,CENTRO,SAO TIAGO,MG,36350000,stiago317300@sicoobcrediminas.com.br,stiago317300@sicoobcrediminas.com.br,S5,
71069587,COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA FRANCISCO CAMPOS,561,CENTRO,DORES DO INDAIA,MG,35610000,dores311400@sicoobcrediminas.com.br,dores311400@sicoobcrediminas.com.br,S5,
2197569,COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PEDRO DE TOLEDO  78,,VILA ADYANA,SAO JOSE DOS CAMPOS,SP,12243740,unicred@unicredvaledoparaiba.com.br,unicred@unicredvaledoparaiba.com.br,S5,
5203605,COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  AYRTON SENNA  1109,SETOR 01  QUADRA 001  LOTE 006,SETOR 01,BURITIS,RO,76880000,sicoobburitis@globo.com,sicoobburitis@globo.com,S5,
9512539,COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA NIVALDO DETOIE  72,,RESSACADA,ITAJAI,SC,88307326,credifoz@credifoz.coop.br,credifoz@credifoz.coop.br,S5,
2405189,COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA PROFESSOR AYRTON ROBERTO DE OLIVEIRA,N. 32","SALA 1201, EDIFÍCIO LAGUNA CORPORATE CENTER",ITACORUBI,FLORIANOPOLIS,SC,88034050,sandra@cecred.coop.br,sandra@cecred.coop.br,S5,
22749014,COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. - SICOOB UNIÃO CENTRAL,Sociedade Cooperativa,,Autorizada em Atividade,false,"PRACA CEL CAETANO MASCARENHAS, 128",,CENTRO,PARAOPEBA,MG,35774000,paraopeba315200@sicoobcrediminas.com.br,paraopeba315200@sicoobcrediminas.com.br,S5,
10218474,COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA JOÃO STROEBERL, N. 217",,RIO NEGRO,SAO BENTO DO SUL,SC,89287440,scrcred@scrcred.coop.br,scrcred@scrcred.coop.br,S5,
86585049,COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  LEOPOLDINO DE OLIVEIRA,2771,ABADIA,UBERABA,MG,38015000,uberaba333900@sicoobcrediminas.com.br,uberaba333900@sicoobcrediminas.com.br,S5,
17361536,COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA,Sociedade Cooperativa,,Autorizada em Atividade,false,R EDGARD BOY ROSSI N  70,,CENTRO,IPATINGA,MG,35160015,cosmipa@cosmipa.com.br,cosmipa@cosmipa.com.br,S5,
5392810,COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JOSE JOAO MURARO 1587,,JARDIM PORTO ALEGRE,TOLEDO,PR,85906360,sicoob@sicoobtoledo.com.br,sicoob@sicoobtoledo.com.br,S5,
9590601,COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA HUMBERTO DE CAMPOS, N- 909",,SAGRADO CORAÇÃO DE J,LAGES,SC,88508190,credicomin@credicomin.coop.br,credicomin@credicomin.coop.br,S5,
57987273,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA AMÉRICO BRASILIENSE, 405",3º ANDAR - SALAS 313 E 314 - EDIFÍCIO SANTA LYDIA,CENTRO,RIBEIRAO PRETO,SP,14015050,coopercarol@carol.com.br,coopercarol@carol.com.br,S5,
28435685,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA OURO PRETO  1668,6  ANDAR,SANTO AGOSTINHO,BELO HORIZONTE,MG,30170048,,,S5,
4247370,COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DO COMERCIO  207,,CENTRO,CONCORDIA,SC,89700085,transcredi@transcredi.com.br,transcredi@transcredi.com.br,S5,
8844074,COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MAJOR FONSECA  75,SALA 01,CENTRO,ITAPETININGA,SP,18200022,esdras@sicoob-itapetininga.com.br,esdras@sicoob-itapetininga.com.br,S5,
19875244,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB COPESITA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA VINTE DE NOVEMBRO,N  110,CENTRO,TIMOTEO,MG,35180020,copesita@copesita.com.br,copesita@copesita.com.br,S5,
5247312,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO BURITIS - SICOOB BURITIS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA OTAVIO PITALUGA  N   2074,,CENTRO,RONDONOPOLIS,MT,78700130,credloja@terra.com.br,credloja@terra.com.br,S5,
37395399,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA T 8  N  109,,SETOR MARISTA,GOIANIA,GO,74150060,ucb.correio@unicredsys.com.br,ucb.correio@unicredsys.com.br,S5,
7502031,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA GOIÁS, N. 329",,CENTRO,GOIANESIA,GO,76380100,emprecred@sicoobgoias.com.br,emprecred@sicoobgoias.com.br,S5,
952415,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ,Sociedade Cooperativa,,Autorizada em Atividade,false,SCS  QUADRA 06  BLOCO A  N  172  LOJAS 187 E 197,EDIFICIO JESSE FREIRE,ASA SUL,BRASILIA,DF,70306908,credfaz@credfaz.org.br,credfaz@credfaz.org.br,S5,
2338666,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.,Sociedade Cooperativa,,Autorizada em Atividade,false,SRTV QUADRA 701 CONJUNTO E,BLOCO 2/4 ED PALACIO DO RADIO II SALA 202 -ASA SUL,ASA SUL,BRASILIA,DF,70340902,sac@crediembrapa.com.br,sac@crediembrapa.com.br,S5,
